,Host,TikTok,,Level,Month,Discord,Agent,Ranks,Bonus,New,Tix,Days,Day Pace,Active,Days Left,Hours,Hrs Goal,Hours Left,💎,Status,💎 Last 30,Growth %,Grad Left,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,LH,LH Camps
411,7550850474841456654,eyekonicswiftie,GO,1,6,@lilstrawburry,LEVI,0,0,24,2K,12,55%,Y,1.00,28,40,12,7,,7,-61%,NR,18,2,-1,-1,3,0,0,0,-,0,FALSE,FALSE
449,7409457835299356689,boundmanlove,GO,-1,18,@boundmanlove,DYLAN,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"6,344","10,806",1,1,3,"31,000",0,"1,000",-,0,,0
107,7376338046494720016,trinity.blair,GO,-1,4,@trinityblair.,LEVI,0,0,"3,471",0,5,23%,Y,1.00,7,15,8,"58,861",,"58,861",N,NR,0,"3,492",-1,-1,2,0,0,0,-,0,FALSE,FALSE
108,7359135813340266502,itsjimmay,GO,-1,31,@itsjimmay,LEVI,0,0,15,1K,6,27%,Y,1.00,23,40,17,"54,886",,"54,886",1942%,NR,"2,688","5,619",-1,-1,2,"18,750",0,"18,750",-,0,FALSE,FALSE
112,7364134731081924609,modern_ragnar_1.0,GO,-1,22,,LEVI,0,0,0,200,0,0%,Y,1.00,0,15,15,"50,553",,"53,174",346%,NR,"11,333","4,654",-1,-1,2,0,0,0,-,0,FALSE,FALSE
126,7359135444145274886,srt.berner420,GO,-1,33,@itsme261,LEVI,0,0,199,0,2,9%,Y,1.00,12,15,3,"34,627",,"36,250",25%,NR,"27,677","64,739",-1,-1,2,"6,250",0,"6,250",-,0,FALSE,FALSE
150,7398369743926804497,ryanrevard,GO,-1,19,@ryanrevard,LEVI,0,0,126,0,1,5%,Y,1.00,17,20,3,"20,790",,"23,595",15%,NR,"18,019","40,980",0,0,2,0,0,0,-,0,,17
178,7399857919480840209,inside_the_autistic_mind,GO,-1,7,@gracied28,BRYTON,0,0,2,0,4,18%,Y,1.00,12,15,3,"12,093",,"12,283",-6%,NR,"12,920","5,962",0,0,2,0,0,0,-,0,FALSE,FALSE
185,7454734609608146945,fdgaming19,GO,-1,14,@warrencody71,SIERRA,0,0,5,0,2,9%,Y,1.00,8,15,7,"10,759",,"10,759",55%,NR,"6,930","8,003",0,0,2,0,0,0,-,0,FALSE,FALSE
188,7410415784117436432,popcultkillers,GO,0,1,@popcultkillers,LEVI,0,0,25,0,8,36%,Y,0.68,34,40,6,"9,933",✧,"9,933",#DIV/0!,NR,,,,,2,0,0,0,-,0,FALSE,FALSE
192,7451019704396906497,likeromeo,GO,-1,15,@likeromeo,LEVI,0,0,18,7K,6,27%,Y,1.00,14,15,1,"8,697",,"8,697",-8%,NR,"9,437","10,177",0,-1,2,"9,000",0,"7,000",-,0,14d / 46h,14
193,7580527970687959095,stary750v2,GO,-1,3,@stary750v2,LEVI,0,0,19,0,4,18%,Y,1.00,8,15,7,"8,620",✧,"8,620",-23%,3,"11,229","6,529",0,-1,2,0,0,0,-,0,FALSE,FALSE
199,7456983483978858513,mattlongmusic,GO,0,2,@mattlongmusic,DYLAN,0,"2,000",64,2K,8,36%,Y,1.00,17,20,3,"7,671",✧,"7,671",191675%,46,4,,-1,,2,0,0,0,-,0,FALSE,FALSE
217,7457401443486826512,_kristie032,GO,-1,14,@kristie_32,PAUL,0,0,4,0,5,23%,Y,1.00,8,15,7,"5,310",,"5,310",-46%,NR,"9,788","39,583",0,0,2,0,0,0,-,0,FALSE,FALSE
219,7504376226061123585,juustjewel,GO,-1,6,@jeweljonesfree,LEVI,0,0,31,8K,1,5%,Y,1.00,3,15,12,"5,251",,"5,251",-77%,NR,"22,930",906,-1,-1,2,"26,000",0,"10,000",-,0,FALSE,FALSE
220,7535567490525675533,nita_b1068,GO,-1,7,@azphillips78,DYLAN,0,0,21,0,5,23%,Y,1.00,18,20,2,"5,210",,"6,610",-66%,NR,"15,145","14,273",0,0,2,0,0,0,-,0,FALSE,FALSE
224,7359135442551209989,rcvry_w._uncle_louie,GO,0,33,@uncle_louie303,LEVI,0,0,168,0,8,36%,Y,1.00,31,40,9,"4,417",,"4,890",526%,NR,706,"3,566",-1,-1,2,"11,250",0,"11,250",-,0,FALSE,FALSE
225,7567822393935380494,the_greekbeast,GO,-1,4,@thegreekbeast514,JOE,0,0,66,16K,4,18%,Y,1.00,11,15,4,"4,344",,"6,003",-81%,NR,"23,044","1,718,168",-1,6,2,"37,000","27,000","10,000",-,0,FALSE,FALSE
241,7510768475086897168,frimzayy,GO,0,9,@nessa7885,SVEN,0,0,85,0,11,50%,Y,1.00,28,40,12,"2,922",,"2,926",150%,NR,"1,167","3,347",-1,-1,2,0,0,0,-,0,FALSE,FALSE
251,7601640864120881207,dankinson420,GO,0,1,,LEVI,0,0,4,0,7,32%,Y,1.00,22,40,18,"2,511",✧,"2,511",#DIV/0!,60,,,,,2,0,0,0,-,0,FALSE,FALSE
265,7571250824484175885,davispack6,GO,-1,4,@traceydavis0731,LEVI,0,0,43,0,2,9%,Y,1.00,6,15,9,"1,983",,"5,226",-90%,NR,"19,003","13,337",0,0,2,0,0,0,-,0,FALSE,FALSE
271,7515218343071088657,ailipsbeauty0,GO,-1,9,,LEVI,0,0,17,0,3,14%,Y,1.00,11,15,4,"1,520",,"1,537",-40%,NR,"2,534","2,529",0,0,2,0,0,0,-,0,FALSE,FALSE
284,7513023387602829313,wildstr8,GO,-1,4,@envision118795,LEVI,0,0,85,0,2,9%,Y,1.00,6,15,9,"1,192",,"1,233",-62%,NR,"3,126","8,755",0,0,2,0,0,0,-,0,FALSE,FALSE
293,7537733986077065230,.zmynt,GO,-1,7,@icygoated,LEVI,0,0,29,0,4,18%,Y,1.00,40,60,20,"1,033",,"1,033",15%,NR,897,0,0,-1,2,0,0,0,-,0,FALSE,FALSE
296,7589643758640185358,fit4ever91,GO,0,2,@fit4ever91,DYLAN,0,0,19,0,8,36%,Y,1.00,17,20,3,911,✦,911,105%,32,445,,0,,2,0,0,0,1x,0,FALSE,FALSE
306,7359138961387683846,xander5klive,GO,0,24,@xander5k,LEVI,0,0,10,0,10,45%,Y,1.00,34,40,6,600,,608,-54%,NR,"1,299",1,0,-1,2,0,0,0,-,0,FALSE,FALSE
310,7359136287137398789,kimmyhardtoforget,GO,0,30,@hardtoforget,LEVI,0,0,5,0,11,50%,Y,1.00,53,60,7,506,,506,325%,NR,119,1,0,1,2,"1,250",0,"1,250",-,0,FALSE,FALSE
438,7516667825638064129,just_kymie,GO,0,9,@kim027225,LEVI,0,0,24,0,7,32%,Y,1.00,16,20,4,1,,1,-98%,NR,56,12,0,1,2,0,0,0,-,0,FALSE,FALSE
450,7359139453274947589,angeleyez39,GO,-1,23,@angeleyez39,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"55,476",521,-1,-1,2,"1,750",0,"1,750",-,0,FALSE,FALSE
119,7371646533651005456,sayeh2002,GO,-1,22,@sayeh2002_96458,LEVI,0,0,32,0,2,9%,Y,1.00,4,15,11,"38,490",,"50,221",228%,NR,"11,731",0,-1,-1,1,"12,500",0,"12,500",-,0,,4
122,7491102902766043137,turkcotton,GO,-1,11,@turkishcotton,BRYTON,0,0,552,0,4,18%,Y,1.00,10,15,5,"37,897",,"40,835",108%,NR,"18,232","24,866",-1,-1,1,"11,250",0,"11,250",-,0,FALSE,FALSE
132,7359134964962623494,.dianaaa__,GO,-1,38,@diannaa.xo,LEVI,0,0,22,0,5,23%,Y,1.00,9,15,6,"28,935",,"28,935",209%,NR,"9,359",0,-1,-1,1,"1,500",0,"1,500",-,0,FALSE,FALSE
137,7359135736874467333,jovanijara99,GO,-1,32,@yobani7322,LEVI,0,0,35,1K,3,14%,Y,1.00,7,15,8,"25,966",,"25,966",236%,NR,"7,722","23,180",-1,-1,1,"19,500",0,"9,500",-,0,FALSE,FALSE
140,7522981364623441936,keepingupwithfridahoeft_,GO,-1,8,@itsfridababy_24668,LEVI,0,0,10,0,5,23%,Y,1.00,18,20,2,"24,580",,"24,585",631%,NR,"3,361","4,172",-1,-1,1,0,0,0,-,0,FALSE,FALSE
143,7359135484905553925,nicolefarahh,GO,-1,33,@nicolefarah.,LEVI,0,0,352,500,3,14%,Y,1.00,8,15,7,"23,873",,"23,873",163%,NR,"9,062","1,601",-1,-1,1,"11,250",0,"11,250",-,0,,8
155,7359134530801958917,relaxwithrissa,GO,-1,2,@rissa5605,LEVI,0,0,387,0,6,27%,Y,1.00,20,40,20,"17,843",✧,"17,843",826%,NR,"1,927",,-1,0,1,"2,750",0,"2,750",-,0,FALSE,FALSE
157,7368835057600970768,badgirlbritt2,GO,-1,1,,LEVI,0,0,141,0,4,18%,Y,0.36,6,15,9,"17,634",✧,"17,634",#DIV/0!,78,,,,,1,"1,250",0,"1,250",-,0,FALSE,FALSE
163,7359135112296071173,thomasetv3000,GO,-1,36,@bentleyb,LEVI,0,0,16,0,5,23%,Y,1.00,13,15,2,"16,292",,"16,292",201%,NR,"5,412","4,687",-1,-1,1,"3,500",0,"3,500",-,0,FALSE,FALSE
164,7359136478452088837,davehowardshow,GO,-1,11,@davehowardshow_80270,LEVI,0,0,101,1K,4,18%,Y,1.00,9,15,6,"16,269",,"16,272",73%,NR,"9,415",0,-1,-1,1,0,0,0,-,0,FALSE,FALSE
165,7605059443780337678,kristenkittymeow,GO,-1,1,@kristenjcounts,LEVI,0,0,793,0,4,18%,Y,0.68,9,15,6,"15,375",✧,"15,375",#DIV/0!,69,,,,,1,0,0,0,-,0,FALSE,FALSE
174,7359135762769739782,real209er,GO,-1,5,@real209er,LEVI,0,0,20,7K,1,5%,Y,1.00,3,15,12,"12,389",,"12,389",610%,NR,"1,746","1,946",-1,-1,1,0,0,0,-,0,FALSE,FALSE
176,7359135732201488390,toxic_luigi69,GO,-1,32,@toxic_luigi,LEVI,0,0,6,6K,5,23%,Y,1.00,11,15,4,"12,297",,"12,320",12%,NR,"10,976","37,183",-1,-1,1,"2,500",0,"2,500",-,0,FALSE,FALSE
179,7359134682556170245,smilinjacks69,GO,-1,43,@thejachakrachakra,SIERRA,0,0,3,1K,4,18%,Y,1.00,8,15,7,"12,088",,"12,088",34%,NR,"9,007","34,271",-1,-1,1,"3,000",0,"3,000",-,0,FALSE,FALSE
181,7459183456464044048,girldaddy20,GO,-1,14,@thornton23,BRYTON,0,0,6,1K,1,5%,Y,1.00,3,15,12,"11,038",,"11,038",N,NR,0,"3,649",-1,-1,1,"2,000",0,0,-,0,FALSE,FALSE
183,7551925540999938103,nightlydaff,GO,-1,6,@nightly55_85400,LEVI,0,0,124,0,1,5%,Y,1.00,3,15,12,"10,973",,"10,973",N,NR,0,"1,940",-1,-1,1,0,0,0,-,0,FALSE,FALSE
189,7359135347281985541,first.lady.jay2.0,GO,-1,34,@firstladyjay,LEVI,0,0,21,0,1,5%,Y,1.00,2,15,13,"9,563",,"9,563",9463%,NR,100,"5,445",-1,-1,1,0,0,0,-,0,FALSE,FALSE
191,7504020275906740240,thecontroversialblonde,GO,-1,10,@thecontroversialblonde,SVEN,0,0,30,0,3,14%,Y,1.00,8,15,7,"8,764",,"8,764",-31%,NR,"12,658","16,968",-1,-1,1,"2,500",0,0,-,0,FALSE,FALSE
194,7359138345219293189,happilyengaged2011,GO,-1,25,@loverallthetime,BRYTON,0,"1,000",1,8K,1,5%,Y,1.00,3,15,12,"8,594",,"8,929",846%,NR,908,0,-1,-1,1,"2,000",0,"2,000",-,0,FALSE,FALSE
198,7601674566645202999,threehundredseventytwo,GO,-1,1,,LEVI,0,0,223,0,2,9%,Y,1.00,5,15,10,"8,374",✧,"8,374",#DIV/0!,60,,,,,1,0,0,0,-,0,FALSE,FALSE
201,7538299940934828046,dovahkiinsdaydream,GO,-1,7,@queenskyrim,LEVI,0,0,9,0,3,14%,Y,1.00,18,20,2,"7,201",,"7,201",9%,NR,"6,598",0,-1,-1,1,0,0,0,-,0,FALSE,FALSE
206,7510771128055398417,knzsvisuals,GO,-1,9,,LEVI,0,0,274,0,0,0%,Y,1.00,1,15,14,"6,620",,"6,620",N,NR,0,0,-1,-1,1,0,0,0,-,0,FALSE,FALSE
209,7359135099172159494,mayhem.meadows.farm,GO,-1,36,@robersoncreekfarm,LEVI,0,0,77,0,3,14%,Y,1.00,7,15,8,"5,902",,"6,617",-37%,NR,"9,410","21,519",-1,-1,1,"2,000",0,"2,000",-,0,FALSE,FALSE
214,7359139692660588549,invictaxilexx,GO,-1,23,,LEVI,0,0,6,0,6,27%,Y,1.00,13,15,2,"5,613",,"5,613",30%,NR,"4,311",0,-1,-1,1,0,0,0,-,0,FALSE,FALSE
215,7359135353263030278,codyglenncoxmusic,GO,-1,34,@codyglenncoxmusic,LEVI,0,0,17,100,1,5%,Y,1.00,2,15,13,"5,519",,"5,519",-43%,NR,"9,638",0,-1,-1,1,"10,875",0,"10,875",-,0,FALSE,FALSE
218,7359139437110067205,chadly886,GO,-1,23,@chadly886,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,"5,297",,"5,297",N,NR,0,"1,239",-1,-1,1,"10,500",0,"10,500",-,0,FALSE,FALSE
221,7498425395025330192,jonathan.mcclaine,GO,-1,11,@tupaceditz0405,COLTON,0,0,111,0,0,0%,Y,1.00,3,15,12,"5,065",,"5,065",-26%,NR,"6,867","6,026",-1,-1,1,0,0,0,-,0,FALSE,FALSE
222,7433142229734293521,brookeventre,GO,-1,16,@brookeventre,LEVI,0,0,91,1K,1,5%,Y,1.00,5,15,10,"4,926",,"4,926",2413%,NR,196,651,-1,-1,1,0,0,0,-,0,FALSE,FALSE
226,7359138483878854661,jadeakellymusic,GO,-1,25,@jadeakelly,LEVI,0,0,2,0,0,0%,Y,1.00,0,15,15,"4,322",,"4,322",86340%,NR,5,1,-1,-1,1,"10,000",0,"10,000",-,0,,0
227,7359135416206950406,tripsevenofficial1,GO,-1,33,@tripseven,LEVI,0,0,6,1K,1,5%,Y,1.00,3,15,12,"4,197",,"4,197",-34%,NR,"6,355","2,685",-1,-1,1,"20,500",0,"20,500",-,0,FALSE,FALSE
230,7531014993601609741,asiaechols,GO,-1,7,@asiae0018,LEVI,0,0,1,0,0,0%,Y,1.00,0,15,15,"3,837",,"3,837",1300%,NR,274,"1,275",-1,-1,1,0,0,0,-,0,FALSE,FALSE
231,7359135733719957510,dtxjusstin,GO,-1,32,@justincaabrera,LEVI,0,0,0,0,0,0%,Y,1.00,0,15,15,"3,353",,"3,365",3321%,NR,98,906,-1,-1,1,"3,000",0,"1,000",-,0,FALSE,FALSE
233,7392861575922827280,risingwithcristina,GO,-1,7,@cristinaallwitchy,LEVI,0,0,14,0,4,18%,Y,1.00,11,15,4,"3,240",,"3,240",1061%,NR,279,651,-1,-1,1,0,0,0,-,0,FALSE,FALSE
235,7359136568071979013,adubthewarriorprincess,GO,-1,12,@nikkithewarriorprincess,SVEN,0,0,7,0,5,23%,Y,1.00,8,15,7,"3,162",,"3,172",612%,NR,444,"3,073",-1,-1,1,0,0,0,-,0,FALSE,FALSE
236,7570151387590344717,jchavolito,GO,-1,4,@emperorjchavolito,TRENTON,0,0,69,0,5,23%,Y,1.00,8,15,7,"3,143",,"3,143",12%,NR,"2,806","12,422",-1,0,1,0,0,0,-,0,FALSE,FALSE
240,7363414198677979137,doseof.tayyy,GO,-1,22,@taylor.j.0127,LEVI,0,0,1,0,6,27%,Y,1.00,12,15,3,"2,962",,"2,962",22685%,NR,13,360,-1,-1,1,0,0,0,-,0,FALSE,FALSE
244,7455479714787147792,devabby1,GO,-1,14,@devabby,SIERRA,0,0,2,0,2,9%,Y,1.00,4,15,11,"2,819",,"2,819",139%,NR,"1,181",0,-1,-1,1,0,0,0,-,0,FALSE,FALSE
246,7562263750460456974,bluubanddchef,GO,-1,5,@chefbluu,LEVI,0,0,262,0,4,18%,Y,1.00,11,15,4,"2,722",,"2,722",N,NR,0,54,-1,-1,1,0,0,0,-,0,FALSE,FALSE
247,7359134498598158342,caleb_caldwell1,GO,-1,47,@calebcaldwell,LEVI,0,0,17,0,0,0%,Y,1.00,1,15,14,"2,649",,"2,649",-72%,NR,"9,426","2,845",-1,-1,1,"83,125",0,"83,125",-,0,FALSE,FALSE
249,7471057955509682177,kinkyykenzzz,GO,-1,13,,LEVI,0,0,173,0,0,0%,Y,1.00,1,15,14,"2,577",,"2,577",-1%,NR,"2,613","3,116",-1,-1,1,"5,000",0,"5,000",-,0,FALSE,FALSE
250,7564865117108682765,freida.martha,GO,-1,5,@freida.martha,LEVI,0,0,338,0,2,9%,Y,1.00,4,15,11,"2,548",,"2,548",862%,NR,265,"4,479",-1,-1,1,0,0,0,-,0,FALSE,FALSE
253,7359135070302535686,iamjacobsavage,GO,-1,36,@jacobsavage23,LEVI,0,0,118,0,0,0%,Y,1.00,0,15,15,"2,480",,"2,480",N,NR,0,0,-1,-1,1,"3,250",0,"3,250",-,0,FALSE,FALSE
254,7480335399009746960,paulschofield_bass,GO,-1,12,@paulschofield.,SVEN,0,0,134,3K,3,14%,Y,1.00,10,15,5,"2,458",,"2,581",912%,NR,243,121,-1,-1,1,"5,000",0,"5,000",-,0,FALSE,FALSE
255,7601673912480612366,ann041468,GO,-1,1,,LEVI,0,0,115,0,1,5%,Y,1.00,2,15,13,"2,334",✧,"2,334",#DIV/0!,60,,,,,1,0,0,0,-,0,FALSE,FALSE
256,7495549920183648257,accountnot.found.32,GO,-1,11,@accountnot.found29,COLTON,0,0,0,0,0,0%,Y,1.00,0,15,15,"2,318",,"2,318",930%,NR,225,421,-1,-1,1,0,0,0,-,0,FALSE,FALSE
257,7418793145070043137,x_deej_x,GO,-1,2,@deej_htown,LEVI,0,0,16,0,7,32%,Y,1.00,11,15,4,"2,260",✧,"2,260",826%,50,244,,-1,,1,0,0,0,-,0,FALSE,FALSE
258,7359679510746415120,coophewitt,GO,-1,23,@cooperhewitt,BRYTON,0,0,23,0,3,14%,Y,1.00,6,15,9,"2,133",,"3,136",59%,NR,"1,343",575,-1,-1,1,0,0,0,-,0,FALSE,FALSE
259,7359138718567137285,quantumhaze,GO,-1,24,@quantumhaze1,LEVI,0,0,0,0,1,5%,Y,1.00,2,15,13,"2,103",,"2,103",N,NR,0,6,-1,-1,1,0,0,0,-,0,FALSE,FALSE
261,7602836437343420429,its.sheemahhh,GO,-1,1,,LEVI,0,0,92,0,6,27%,Y,0.89,13,15,2,"2,056",✧,"2,056",#DIV/0!,63,,,,,1,0,0,0,-,0,FALSE,FALSE
264,7554608530725126157,queen_ortiz__,GO,-1,6,@ezmeralda0249,LEVI,0,0,8,1K,5,23%,Y,1.00,17,20,3,"2,031",,"2,031",131%,NR,878,919,-1,0,1,0,0,0,-,0,FALSE,FALSE
267,7590918395877539895,rylanlogan.s,GO,-1,2,,LEVI,0,0,25,0,1,5%,Y,1.00,3,15,12,"1,639",✧,"1,639",N,37,0,,-1,,1,0,0,0,-,0,FALSE,FALSE
270,7359138741682143237,kieara_0712,GO,-1,15,@getclapped17246,SIERRA,0,0,0,0,0,0%,Y,1.00,1,15,14,"1,570",,"1,570",4386%,NR,35,"1,162",-1,-1,1,0,0,0,-,0,FALSE,FALSE
272,7359136385644658693,joelerdmann_,GO,-1,29,@joelerdmann,LEVI,0,0,64,0,1,5%,Y,1.00,2,15,13,"1,467",,"1,467",-57%,NR,"3,451",0,-1,-1,1,"4,750",0,"4,750",-,0,,2
273,7443598415260401680,1250dream,GO,-1,15,@genx76,LEVI,0,0,0,0,3,14%,Y,1.00,8,15,7,"1,375",,"1,791",-28%,NR,"1,914","1,147",-1,-1,1,0,0,0,-,0,FALSE,FALSE
275,7359135262674452485,nantsinthepants,GO,-1,21,,LEVI,0,0,2,0,0,0%,Y,1.00,1,15,14,"1,356",,"1,356",N,NR,0,23,-1,-1,1,0,0,0,-,0,FALSE,FALSE
278,7359139642425507846,ctsorrell,GO,-1,23,@ctsorrell23,LEVI,0,0,16,0,0,0%,Y,1.00,1,15,14,"1,335",,"1,335",N,NR,0,0,-1,-1,1,"15,500",0,"15,500",-,0,FALSE,FALSE
281,7582018343767425037,nikkinjesus,GO,-1,3,,LEVI,0,0,196,0,5,23%,Y,1.00,14,15,1,"1,237",✧,"1,237",293%,7,315,697,-1,-1,1,0,0,0,-,0,FALSE,FALSE
282,7359134725199462406,mcdonalds_hacks101,GO,-1,42,@mcdonalds_hacks101,LEVI,0,0,4,2K,1,5%,Y,1.00,2,15,13,"1,224",,"1,224",8643%,NR,14,0,-1,-1,1,"27,825",0,"27,825",-,0,FALSE,FALSE
285,7386895531936727041,foreveryapping,GO,-1,20,@maddieesoon,LEVI,0,0,23,9K,3,14%,Y,1.00,10,15,5,"1,186",,"3,341",-45%,NR,"2,163",170,-1,-1,1,"46,000",0,"45,000",-,0,12d / 35h,10
286,7523616145459527681,midnightxreign,GO,-1,4,@marianaabb,ALLIE,0,0,6,0,4,18%,Y,1.00,9,15,6,"1,183",,"1,183",-82%,NR,"6,635","2,995",-1,-1,1,0,0,0,-,0,FALSE,FALSE
287,7359138374126665733,1gator90,GO,-1,25,@gatorreb3l,BRYTON,0,0,2,0,0,0%,Y,1.00,0,15,15,"1,178",,"1,808",-89%,NR,"11,061","7,996",-1,-1,1,"16,000",0,"-2,000",-,0,FALSE,FALSE
288,7359135408740925446,_reallyrachel_,GO,-1,33,,LEVI,0,0,0,0,0,0%,Y,1.00,0,15,15,"1,107",,"1,107",N,NR,-1,"2,441",,-1,1,500,0,500,-,0,FALSE,FALSE
289,7514711649840873488,andrewdoeswell,GO,-1,4,@andrewmassey6509,SVEN,0,0,11,0,2,9%,Y,1.00,3,15,12,"1,071",,"1,071",441%,-20,198,924,-1,-1,1,0,0,0,-,0,FALSE,FALSE
290,7359137468723200006,niatravelstome,GO,-1,8,@bloomings0ul,LEVI,0,0,14,0,3,14%,Y,1.00,8,15,7,"1,060",,"1,060",-69%,NR,"3,375",321,-1,-1,1,0,0,0,-,0,FALSE,FALSE
291,7450994065371365393,tastydan,GO,-1,15,@tastydan,LEVI,0,0,444,6K,6,27%,Y,1.00,13,15,2,"1,050",,"1,050",N,NR,0,0,-1,-1,1,"7,000",0,0,-,0,14d / 47h,13
294,7359135302167822342,cowboytuff03,GO,-1,34,@cowboytuff03,LEVI,0,0,1,25K,1,5%,Y,1.00,3,15,12,"1,017",,"1,017",707%,NR,126,0,-1,-1,1,"52,375",0,"18,375",-,0,FALSE,FALSE
303,7538283212296962103,by.nicolel,GO,0,7,@inicolel,LEVI,0,0,224,0,12,55%,Y,1.00,22,40,18,759,,888,16%,NR,654,213,-1,-1,1,0,0,0,-,0,FALSE,FALSE
316,7579785876688093239,tatted_golfer_,GO,-1,3,,PAUL,0,0,3,0,3,14%,Y,1.00,5,15,10,439,✦,602,-97%,NR,"14,350","71,444",0,1,1,0,0,0,1x,0,FALSE,FALSE
323,7359135410272239622,lolthatsrichie,GO,-1,33,@deekay7118,LEVI,0,0,0,300,0,0%,Y,1.00,0,15,15,350,,360,-99%,NR,"24,283","56,472",-1,-1,1,"6,975",0,"6,975",-,0,FALSE,FALSE
324,7603144665814122510,slaydrigaming,GO,0,1,@adri.13,LEVI,0,0,819,0,9,41%,Y,0.86,43,60,17,350,✦,350,#DIV/0!,64,,,,,1,0,0,0,1x,0,FALSE,FALSE
343,7517444538256850945,trippedz2xx,GO,0,9,@trippyvnilla,LEVI,0,0,35,0,7,32%,Y,1.00,17,20,3,192,,195,465%,NR,34,46,-1,-1,1,0,0,0,-,0,FALSE,FALSE
374,7443598365138665488,gigiinextdoor,GO,-1,15,@simpnextdoor,LEVI,0,0,4,0,4,18%,Y,1.00,14,15,1,52,,52,-68%,NR,162,1,0,-1,1,0,0,0,-,0,FALSE,FALSE
382,7556036445476241422,djgregdean,GO,-1,5,@djgregdean,LEVI,0,0,0,0,0,0%,Y,1.00,0,15,15,37,,408,-99%,NR,"5,192","1,889",0,-1,1,0,0,0,-,0,FALSE,FALSE
415,7571622575235776567,chefvaun,GO,-1,4,@vaunt34,TRE,0,0,0,4K,1,5%,Y,1.00,2,15,13,6,,6,-99%,-21,684,88,0,1,1,0,0,0,-,0,FALSE,FALSE
448,7581270140747137079,swiggitymann,GO,-1,3,@swiggityman,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,NR,"19,150","99,118",0,2,1,0,0,0,1x,0,FALSE,FALSE
453,7557699642381746190,followyourdestinie,GO,-1,3,@followyourdestinie,LEVI,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,7,"1,021","3,003",0,-1,1,0,0,0,1x,0,FALSE,FALSE
454,7582802583895523341,leahhmelia,GO,-1,3,@leahbeah1233,ALLIE,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,-100%,NR,"31,223",0,-1,-1,1,0,0,0,1x,0,FALSE,FALSE
455,7571589583662596110,deejay_av_oc,GO,-1,4,@avater80t,SVEN,0,0,0,0,0,0%,Y,1.00,4,15,11,0,,0,-100%,NR,87,32,0,-1,1,0,0,0,-,0,FALSE,FALSE
295,7359139288946245637,lisamarieshippy,GO,-1,24,,,0,0,3,0,5,23%,Y,1.00,16,20,4,940,,940,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
297,7359138276898603013,deklangill,GO,-1,9,@deklangill,SVEN,0,0,0,0,0,0%,Y,1.00,0,15,15,900,,900,110%,NR,428,"1,121",-1,-1,0,0,0,0,-,0,FALSE,FALSE
299,7359135918558576646,amyluwho982,GO,-1,19,@amyluberry,,0,0,4,31K,5,23%,Y,1.00,11,15,4,828,,910,-39%,NR,"1,361","2,509",-1,-1,0,"18,500",0,-500,-,0,FALSE,FALSE
301,7541082464794722317,monkabutt1,GO,-1,7,,,0,0,409,0,1,5%,Y,1.00,2,15,13,764,,"1,020",-85%,NR,"5,267","6,839",-1,-1,0,0,0,0,-,0,FALSE,FALSE
305,7589643760687104055,ellen_leanne,GO,-1,2,,,0,0,38,0,0,0%,Y,1.00,1,15,14,640,✦,640,-68%,29,"2,012",,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
308,7537809549294878775,stonagalbuzz420,GO,-1,7,@stonagal420,,0,0,8,1K,0,0%,Y,1.00,3,15,12,544,,547,50%,NR,362,"1,858",-1,-1,0,0,0,0,-,0,FALSE,FALSE
309,7361660026877952017,x_dark_one_x,GO,-1,23,@x_dark_one_x,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,520,,520,-96%,NR,"12,401","3,226",-1,-1,0,0,0,0,-,0,FALSE,FALSE
312,7359134983241531397,natebharris,GO,-1,37,,,0,0,325,0,2,9%,Y,1.00,3,15,12,499,,499,-74%,NR,"1,900","5,070",-1,-1,0,0,0,0,-,0,FALSE,FALSE
313,7552939326489903118,daethaabratt,GO,-1,6,,,0,0,59,0,4,18%,Y,1.00,11,15,4,485,,"2,628",-84%,NR,"3,128",93,-1,-1,0,0,0,0,-,0,FALSE,FALSE
314,7359136208573792261,mikaylaa.10,GO,-1,30,@mikaylaa10,BRYTON,0,0,0,1K,0,0%,Y,1.00,0,15,15,455,,490,-72%,NR,"1,603","13,017",-1,-1,0,"21,575",0,"18,375",-,0,FALSE,FALSE
315,7597607545938690061,ironshellbeadedcreations,GO,-1,2,,,0,0,18,0,2,9%,Y,1.00,4,15,11,443,✦,443,-38%,49,718,,-1,,0,0,0,0,1x,0,FALSE,FALSE
317,7359139044300980230,prettyliljbirdz,GO,-1,24,@jess2809,DYLAN,0,0,2,8K,1,5%,Y,1.00,2,15,13,438,,448,268%,NR,119,"2,842",-1,-1,0,"7,000",0,"7,000",-,0,FALSE,FALSE
